Date;Hour;Temperature(°C);Humidity(%);Wind speed (m/s);Visibility (10m);Dew point temperature(°C);Solar Radiation (MJ/m2);Rainfall(mm);Snowfall (cm);Seasons;Holiday;Functioning Day;Rented Bike Count
14.12.2017;6;-11;55;8;1541;-182;0;0;0;Winter;No Holiday;Yes;108
14.12.2017;7;-109;57;11;1387;-177;0;0;0;Winter;No Holiday;Yes;279
14.12.2017;8;-104;54;11;1432;-179;1;0;0;Winter;No Holiday;Yes;621
14.12.2017;9;-94;44;5;1680;-194;13;0;0;Winter;No Holiday;Yes;305
14.12.2017;10;-77;43;9;1555;-181;35;0;0;Winter;No Holiday;Yes;189
14.12.2017;11;-61;38;1;1587;-181;52;0;0;Winter;No Holiday;Yes;247
14.12.2017;12;-49;34;13;1768;-183;6;0;0;Winter;No Holiday;Yes;278
14.12.2017;13;-38;32;9;1827;-181;52;0;0;Winter;No Holiday;Yes;282
14.12.2017;14;-27;28;7;1857;-187;65;0;0;Winter;No Holiday;Yes;294
14.12.2017;15;-25;29;11;1667;-181;48;0;0;Winter;No Holiday;Yes;301
14.12.2017;16;-24;28;9;1878;-184;35;0;0;Winter;No Holiday;Yes;335
14.12.2017;17;-29;31;6;1723;-177;9;0;0;Winter;No Holiday;Yes;382
14.12.2017;18;-35;35;11;1414;-167;0;0;0;Winter;No Holiday;Yes;612
14.12.2017;19;-42;40;9;1216;-158;0;0;0;Winter;No Holiday;Yes;410
14.12.2017;20;-48;43;11;1397;-154;0;0;0;Winter;No Holiday;Yes;277
14.12.2017;21;-48;45;8;1351;-149;0;0;0;Winter;No Holiday;Yes;316
14.12.2017;22;-49;44;11;1369;-153;0;0;0;Winter;No Holiday;Yes;309
14.12.2017;23;-56;53;12;1290;-136;0;0;0;Winter;No Holiday;Yes;211
15.12.2017;0;-57;53;6;1262;-137;0;0;0;Winter;No Holiday;Yes;227
15.12.2017;1;-63;57;4;1148;-134;0;0;0;Winter;No Holiday;Yes;241
15.12.2017;2;-68;58;4;1089;-136;0;0;0;Winter;No Holiday;Yes;162
15.12.2017;3;-69;56;5;1111;-142;0;0;0;Winter;No Holiday;Yes;110
15.12.2017;4;-71;59;8;1058;-137;0;0;0;Winter;No Holiday;Yes;69
15.12.2017;5;-75;64;9;989;-131;0;0;0;Winter;No Holiday;Yes;68
15.12.2017;6;-74;64;7;906;-13;0;0;0;Winter;No Holiday;Yes;129
15.12.2017;7;-7;63;6;865;-128;0;0;0;Winter;No Holiday;Yes;285
15.12.2017;8;-66;64;11;791;-122;0;0;0;Winter;No Holiday;Yes;658
15.12.2017;9;-59;60;6;691;-124;9;0;0;Winter;No Holiday;Yes;330
15.12.2017;10;-46;52;8;648;-129;34;0;0;Winter;No Holiday;Yes;221
15.12.2017;11;-29;46;1;809;-129;42;0;0;Winter;No Holiday;Yes;279
15.12.2017;12;-25;43;7;895;-133;34;0;0;Winter;No Holiday;Yes;309
15.12.2017;13;-16;40;3;868;-134;32;0;0;Winter;No Holiday;Yes;325
15.12.2017;14;-7;39;8;826;-129;35;0;0;Winter;No Holiday;Yes;329
15.12.2017;15;1;35;15;946;-135;42;0;0;Winter;No Holiday;Yes;342
15.12.2017;16;0;37;6;994;-129;13;0;0;Winter;No Holiday;Yes;354
15.12.2017;17;-2;39;8;1016;-125;0;0;0;Winter;No Holiday;Yes;464
15.12.2017;18;1;43;9;1485;-11;0;0;0;Winter;No Holiday;Yes;682
15.12.2017;19;6;41;12;1550;-111;0;0;0;Winter;No Holiday;Yes;451
15.12.2017;20;9;42;12;1113;-105;0;0;0;Winter;No Holiday;Yes;320
15.12.2017;21;7;47;27;1283;-93;0;0;0;Winter;No Holiday;Yes;300
15.12.2017;22;-1;49;2;870;-95;0;0;0;Winter;No Holiday;Yes;296
15.12.2017;23;-13;60;25;792;-8;0;0;0;Winter;No Holiday;Yes;247
16.12.2017;0;-26;73;34;787;-67;0;0;0;Winter;No Holiday;Yes;217
16.12.2017;1;-34;76;29;582;-7;0;0;0;Winter;No Holiday;Yes;302
16.12.2017;2;-41;73;21;567;-82;0;0;0;Winter;No Holiday;Yes;228
16.12.2017;3;-45;71;16;651;-89;0;0;0;Winter;No Holiday;Yes;129
16.12.2017;4;-5;70;27;702;-96;0;0;0;Winter;No Holiday;Yes;80
16.12.2017;5;-56;72;2;662;-98;0;0;0;Winter;No Holiday;Yes;45
16.12.2017;6;-61;69;29;765;-108;0;0;0;Winter;No Holiday;Yes;66
16.12.2017;7;-67;64;21;977;-123;0;0;0;Winter;No Holiday;Yes;90
16.12.2017;8;-73;62;26;1112;-133;0;0;0;Winter;No Holiday;Yes;190
16.12.2017;9;-72;47;28;1724;-166;18;0;0;Winter;No Holiday;Yes;195
16.12.2017;10;-62;42;23;1893;-17;52;0;0;Winter;No Holiday;Yes;201
16.12.2017;11;-52;30;4;1991;-201;86;0;0;Winter;No Holiday;Yes;239
16.12.2017;12;-41;28;38;1998;-199;108;0;0;Winter;No Holiday;Yes;252
16.12.2017;13;-37;23;4;1980;-218;112;0;0;Winter;No Holiday;Yes;296
16.12.2017;14;-34;22;43;1966;-221;107;0;0;Winter;No Holiday;Yes;292
16.12.2017;15;-33;22;5;2000;-22;86;0;0;Winter;No Holiday;Yes;291
16.12.2017;16;-33;24;35;2000;-21;54;0;0;Winter;No Holiday;Yes;258
16.12.2017;17;-46;26;26;2000;-212;17;0;0;Winter;No Holiday;Yes;277
16.12.2017;18;-53;28;35;2000;-21;0;0;0;Winter;No Holiday;Yes;212
16.12.2017;19;-6;32;24;2000;-20;0;0;0;Winter;No Holiday;Yes;173
16.12.2017;20;-66;37;34;2000;-189;0;0;0;Winter;No Holiday;Yes;143
16.12.2017;21;-71;39;32;2000;-187;0;0;0;Winter;No Holiday;Yes;159
16.12.2017;22;-76;41;16;2000;-186;0;0;0;Winter;No Holiday;Yes;155
16.12.2017;23;-8;41;22;2000;-189;0;0;0;Winter;No Holiday;Yes;142
17.12.2017;0;-81;41;2;2000;-19;0;0;0;Winter;No Holiday;Yes;175
17.12.2017;1;-84;40;16;2000;-196;0;0;0;Winter;No Holiday;Yes;146
17.12.2017;2;-87;40;28;2000;-198;0;0;0;Winter;No Holiday;Yes;132
17.12.2017;3;-9;40;31;2000;-201;0;0;0;Winter;No Holiday;Yes;100
17.12.2017;4;-95;40;19;2000;-206;0;0;0;Winter;No Holiday;Yes;41
17.12.2017;5;-97;41;31;2000;-205;0;0;0;Winter;No Holiday;Yes;31
17.12.2017;6;-99;42;23;2000;-204;0;0;0;Winter;No Holiday;Yes;39
17.12.2017;7;-102;42;23;2000;-206;0;0;0;Winter;No Holiday;Yes;53
17.12.2017;8;-107;43;9;2000;-208;0;0;0;Winter;No Holiday;Yes;94
17.12.2017;9;-105;38;11;1950;-221;19;0;0;Winter;No Holiday;Yes;122
17.12.2017;10;-85;31;15;1997;-226;58;0;0;Winter;No Holiday;Yes;142
17.12.2017;11;-72;29;18;1926;-222;88;0;0;Winter;No Holiday;Yes;189
17.12.2017;12;-49;25;26;1966;-219;108;0;0;Winter;No Holiday;Yes;216
17.12.2017;13;-45;25;32;1989;-216;114;0;0;Winter;No Holiday;Yes;223
17.12.2017;14;-32;26;31;1933;-20;107;0;0;Winter;No Holiday;Yes;268
17.12.2017;15;-25;28;2;2000;-185;85;0;0;Winter;No Holiday;Yes;278
17.12.2017;16;-27;31;23;2000;-175;54;0;0;Winter;No Holiday;Yes;256
17.12.2017;17;-38;35;24;2000;-17;17;0;0;Winter;No Holiday;Yes;266
17.12.2017;18;-47;37;18;2000;-172;1;0;0;Winter;No Holiday;Yes;204
17.12.2017;19;-56;39;11;2000;-173;0;0;0;Winter;No Holiday;Yes;157
17.12.2017;20;-6;42;8;2000;-168;0;0;0;Winter;No Holiday;Yes;166
17.12.2017;21;-65;45;7;2000;-164;0;0;0;Winter;No Holiday;Yes;168
17.12.2017;22;-66;50;6;1990;-153;0;0;0;Winter;No Holiday;Yes;172
17.12.2017;23;-69;53;7;2000;-148;0;0;0;Winter;No Holiday;Yes;138
18.12.2017;0;-59;50;6;2000;-146;0;0;0;Winter;No Holiday;Yes;151
18.12.2017;1;-53;48;4;1664;-146;0;0;0;Winter;No Holiday;Yes;97
18.12.2017;2;-5;65;4;990;-105;0;0;2;Winter;No Holiday;Yes;38
18.12.2017;3;-53;76;1;767;-88;0;3;5;Winter;No Holiday;Yes;32
18.12.2017;4;-54;81;7;270;-81;0;0;7;Winter;No Holiday;Yes;29
18.12.2017;5;-53;81;9;923;-8;0;0;8;Winter;No Holiday;Yes;27
18.12.2017;6;-52;85;9;271;-73;0;4;13;Winter;No Holiday;Yes;45
18.12.2017;7;-5;85;7;186;-71;0;0;18;Winter;No Holiday;Yes;96
18.12.2017;8;-46;86;12;508;-65;0;0;2;Winter;No Holiday;Yes;146
18.12.2017;9;-43;89;1;59;-58;0;16;4;Winter;No Holiday;Yes;52
18.12.2017;10;-37;87;1;541;-55;3;0;48;Winter;No Holiday;Yes;36
18.12.2017;11;-29;85;12;243;-5;6;0;48;Winter;No Holiday;Yes;44
18.12.2017;12;-18;83;12;351;-43;9;11;51;Winter;No Holiday;Yes;62
18.12.2017;13;-9;84;12;333;-32;9;0;5;Winter;No Holiday;Yes;76
18.12.2017;14;5;76;9;364;-32;17;0;42;Winter;No Holiday;Yes;116
18.12.2017;15;16;73;9;421;-27;6;0;32;Winter;No Holiday;Yes;137
18.12.2017;16;18;76;8;410;-19;47;0;27;Winter;No Holiday;Yes;181
18.12.2017;17;4;84;8;317;-19;15;0;27;Winter;No Holiday;Yes;175
18.12.2017;18;0;88;6;277;-17;0;0;27;Winter;No Holiday;Yes;281
18.12.2017;19;13;65;11;1122;-45;0;0;27;Winter;No Holiday;Yes;198
18.12.2017;20;33;65;32;1172;-26;0;0;27;Winter;No Holiday;Yes;165
18.12.2017;21;28;73;24;831;-15;0;0;26;Winter;No Holiday;Yes;148
18.12.2017;22;15;82;24;537;-12;0;0;26;Winter;No Holiday;Yes;160
18.12.2017;23;1;81;29;551;-27;0;0;26;Winter;No Holiday;Yes;128
19.12.2017;0;-1;73;23;881;-52;0;0;26;Winter;No Holiday;Yes;122
19.12.2017;1;-2;72;8;979;-63;0;0;26;Winter;No Holiday;Yes;122
19.12.2017;2;-27;72;9;990;-7;0;0;26;Winter;No Holiday;Yes;93
19.12.2017;3;-28;58;16;1315;-99;0;0;26;Winter;No Holiday;Yes;55
19.12.2017;4;-29;59;18;1286;-98;0;0;26;Winter;No Holiday;Yes;39
19.12.2017;5;-39;66;7;1209;-93;0;0;26;Winter;No Holiday;Yes;55
19.12.2017;6;-43;70;16;1169;-89;0;0;26;Winter;No Holiday;Yes;78
19.12.2017;7;-44;64;28;1367;-101;0;0;26;Winter;No Holiday;Yes;165
19.12.2017;8;-52;58;22;1594;-121;0;0;25;Winter;No Holiday;Yes;390
19.12.2017;9;-53;48;26;1810;-146;18;0;25;Winter;No Holiday;Yes;199
19.12.2017;10;-46;41;28;1815;-158;57;0;25;Winter;No Holiday;Yes;151
19.12.2017;11;-35;35;22;1742;-167;87;0;25;Winter;No Holiday;Yes;174
19.12.2017;12;-25;31;26;1778;-173;108;0;23;Winter;No Holiday;Yes;191
19.12.2017;13;-22;25;32;1970;-196;117;0;22;Winter;No Holiday;Yes;189
19.12.2017;14;-22;23;37;1971;-205;109;0;22;Winter;No Holiday;Yes;178
19.12.2017;15;-13;26;3;2000;-183;91;0;21;Winter;No Holiday;Yes;195
19.12.2017;16;-18;31;31;1993;-167;56;0;2;Winter;No Holiday;Yes;211
19.12.2017;17;-27;35;18;2000;-16;18;0;2;Winter;No Holiday;Yes;256
19.12.2017;18;-38;42;33;2000;-148;0;0;2;Winter;No Holiday;Yes;384
19.12.2017;19;-45;51;2;2000;-131;0;0;2;Winter;No Holiday;Yes;276
19.12.2017;20;-49;55;2;2000;-125;0;0;2;Winter;No Holiday;Yes;225
19.12.2017;21;-5;57;19;2000;-122;0;0;2;Winter;No Holiday;Yes;224
19.12.2017;22;-55;56;15;2000;-129;0;0;2;Winter;No Holiday;Yes;213
19.12.2017;23;-58;57;17;2000;-129;0;0;2;Winter;No Holiday;Yes;149
20.12.2017;0;-65;63;15;1666;-123;0;0;2;Winter;No Holiday;Yes;142
20.12.2017;1;-73;67;11;1593;-123;0;0;2;Winter;No Holiday;Yes;172
20.12.2017;2;-78;68;9;1642;-126;0;0;2;Winter;No Holiday;Yes;108
20.12.2017;3;-81;70;13;1557;-126;0;0;2;Winter;No Holiday;Yes;71
20.12.2017;4;-85;73;1;1723;-124;0;0;2;Winter;No Holiday;Yes;38
20.12.2017;5;-83;67;9;1566;-133;0;0;2;Winter;No Holiday;Yes;56
20.12.2017;6;-82;66;9;1718;-134;0;0;2;Winter;No Holiday;Yes;97
20.12.2017;7;-81;67;9;1737;-131;0;0;2;Winter;No Holiday;Yes;213
20.12.2017;8;-78;65;11;1738;-132;0;0;2;Winter;No Holiday;Yes;466
20.12.2017;9;-67;62;11;1749;-127;9;0;2;Winter;No Holiday;Yes;239
20.12.2017;10;-54;56;11;1751;-128;28;0;2;Winter;No Holiday;Yes;162
20.12.2017;11;-42;51;11;1772;-128;4;0;19;Winter;No Holiday;Yes;204
20.12.2017;12;-32;49;13;1723;-124;53;0;19;Winter;No Holiday;Yes;209
20.12.2017;13;-13;43;1;1777;-123;8;0;17;Winter;No Holiday;Yes;228
20.12.2017;14;-5;44;1;1793;-112;71;0;17;Winter;No Holiday;Yes;243
20.12.2017;15;-2;45;1;1852;-107;41;0;16;Winter;No Holiday;Yes;240
20.12.2017;16;-5;48;11;1722;-101;12;0;16;Winter;No Holiday;Yes;225
20.12.2017;17;-9;70;11;299;-56;2;0;22;Winter;No Holiday;Yes;237
20.12.2017;18;-14;79;16;702;-45;0;1;22;Winter;No Holiday;Yes;329
20.12.2017;19;-15;81;18;751;-43;0;0;22;Winter;No Holiday;Yes;190
20.12.2017;20;-19;86;9;700;-39;0;0;24;Winter;No Holiday;Yes;165
20.12.2017;21;-2;83;12;904;-45;0;1;24;Winter;No Holiday;Yes;197
20.12.2017;22;-16;82;4;929;-42;0;0;23;Winter;No Holiday;Yes;184
20.12.2017;23;-11;87;14;349;-29;0;0;22;Winter;No Holiday;Yes;153
21.12.2017;0;-13;90;2;259;-27;0;0;22;Winter;No Holiday;Yes;166
21.12.2017;1;-18;90;16;263;-32;0;0;22;Winter;No Holiday;Yes;189
21.12.2017;2;-22;88;14;348;-39;0;0;22;Winter;No Holiday;Yes;132
21.12.2017;3;-29;89;13;288;-44;0;0;22;Winter;No Holiday;Yes;79
21.12.2017;4;-36;91;12;241;-48;0;0;22;Winter;No Holiday;Yes;58
21.12.2017;5;-43;91;15;233;-55;0;0;22;Winter;No Holiday;Yes;49
21.12.2017;6;-48;91;11;266;-6;0;0;22;Winter;No Holiday;Yes;84
21.12.2017;7;-53;90;11;311;-66;0;0;22;Winter;No Holiday;Yes;178
21.12.2017;8;-56;89;9;371;-71;0;0;22;Winter;No Holiday;Yes;423
21.12.2017;9;-53;88;4;463;-69;21;0;22;Winter;No Holiday;Yes;265
21.12.2017;10;-3;71;7;608;-75;67;0;21;Winter;No Holiday;Yes;169
21.12.2017;11;-7;62;7;519;-7;77;0;2;Winter;No Holiday;Yes;243
21.12.2017;12;19;40;2;1835;-103;104;0;19;Winter;No Holiday;Yes;290
21.12.2017;13;32;42;18;1349;-85;108;0;18;Winter;No Holiday;Yes;285
21.12.2017;14;43;47;23;953;-6;96;0;16;Winter;No Holiday;Yes;255
21.12.2017;15;44;46;14;1113;-62;78;0;1;Winter;No Holiday;Yes;316
21.12.2017;16;41;51;18;1112;-51;48;0;9;Winter;No Holiday;Yes;301
21.12.2017;17;29;60;13;1193;-41;16;0;8;Winter;No Holiday;Yes;366
21.12.2017;18;17;64;13;1140;-43;0;0;8;Winter;No Holiday;Yes;531
21.12.2017;19;8;71;9;923;-38;0;0;8;Winter;No Holiday;Yes;355
21.12.2017;20;2;72;7;990;-42;0;0;8;Winter;No Holiday;Yes;288
21.12.2017;21;-4;74;6;1065;-44;0;0;8;Winter;No Holiday;Yes;248
21.12.2017;22;-11;78;6;865;-44;0;0;8;Winter;No Holiday;Yes;252
21.12.2017;23;-15;79;6;821;-46;0;0;8;Winter;No Holiday;Yes;212
22.12.2017;0;-17;79;5;794;-48;0;0;8;Winter;Holiday;Yes;196
22.12.2017;1;-16;79;6;784;-47;0;0;8;Winter;Holiday;Yes;250
22.12.2017;2;-11;79;7;736;-42;0;0;8;Winter;Holiday;Yes;161
22.12.2017;3;-6;76;5;789;-43;0;0;7;Winter;Holiday;Yes;99
22.12.2017;4;-3;76;9;760;-4;0;0;7;Winter;Holiday;Yes;64
22.12.2017;5;-2;73;8;880;-44;0;0;7;Winter;Holiday;Yes;76
22.12.2017;6;-1;71;8;895;-47;0;0;7;Winter;Holiday;Yes;114
22.12.2017;7;-3;72;7;919;-47;0;0;7;Winter;Holiday;Yes;283
22.12.2017;8;-4;69;5;904;-54;0;0;7;Winter;Holiday;Yes;544
22.12.2017;9;3;67;7;897;-51;3;0;6;Winter;Holiday;Yes;298
22.12.2017;10;14;64;1;897;-46;25;0;5;Winter;Holiday;Yes;248
22.12.2017;11;31;57;8;804;-46;63;0;0;Winter;Holiday;Yes;278
22.12.2017;12;45;56;8;836;-35;71;0;0;Winter;Holiday;Yes;301
22.12.2017;13;54;55;12;820;-29;66;0;0;Winter;Holiday;Yes;320
22.12.2017;14;59;55;6;779;-24;48;0;0;Winter;Holiday;Yes;326
22.12.2017;15;65;55;9;801;-19;38;0;0;Winter;Holiday;Yes;386
22.12.2017;16;6;58;7;732;-16;19;0;0;Winter;Holiday;Yes;416
22.12.2017;17;54;61;13;691;-15;8;0;0;Winter;Holiday;Yes;477
22.12.2017;18;49;63;6;677;-15;0;0;0;Winter;Holiday;Yes;671
22.12.2017;19;52;64;7;691;-1;0;0;0;Winter;Holiday;Yes;481
22.12.2017;20;59;67;13;779;2;0;0;0;Winter;Holiday;Yes;323
22.12.2017;21;61;70;22;763;1;0;0;0;Winter;Holiday;Yes;309
22.12.2017;22;61;70;27;806;1;0;0;0;Winter;Holiday;Yes;314
22.12.2017;23;58;74;25;832;15;0;0;0;Winter;Holiday;Yes;249
23.12.2017;0;58;75;19;788;17;0;0;0;Winter;No Holiday;Yes;282
23.12.2017;1;57;75;17;706;16;0;0;0;Winter;No Holiday;Yes;337
23.12.2017;2;56;76;16;641;16;0;0;0;Winter;No Holiday;Yes;312
23.12.2017;3;54;77;16;583;16;0;0;0;Winter;No Holiday;Yes;230
23.12.2017;4;53;79;9;506;19;0;0;0;Winter;No Holiday;Yes;120
23.12.2017;5;5;81;12;425;2;0;0;0;Winter;No Holiday;Yes;59
23.12.2017;6;51;81;13;375;21;0;0;0;Winter;No Holiday;Yes;63
23.12.2017;7;51;82;7;334;22;0;0;0;Winter;No Holiday;Yes;99
23.12.2017;8;51;83;9;297;24;0;0;0;Winter;No Holiday;Yes;188
23.12.2017;9;52;84;7;226;27;3;0;0;Winter;No Holiday;Yes;239
23.12.2017;10;54;82;12;215;25;13;0;0;Winter;No Holiday;Yes;235
23.12.2017;11;57;81;11;192;26;18;0;0;Winter;No Holiday;Yes;282
23.12.2017;12;7;72;19;246;22;64;0;0;Winter;No Holiday;Yes;325
23.12.2017;13;77;68;1;249;21;58;0;0;Winter;No Holiday;Yes;423
23.12.2017;14;86;63;16;263;19;72;0;0;Winter;No Holiday;Yes;405
23.12.2017;15;86;64;15;269;21;57;0;0;Winter;No Holiday;Yes;443
23.12.2017;16;82;64;1;281;17;32;0;0;Winter;No Holiday;Yes;473
23.12.2017;17;77;67;9;264;19;11;0;0;Winter;No Holiday;Yes;453
23.12.2017;18;66;73;4;229;2;0;0;0;Winter;No Holiday;Yes;340
23.12.2017;19;6;76;11;219;2;0;0;0;Winter;No Holiday;Yes;260
23.12.2017;20;59;75;15;222;17;0;0;0;Winter;No Holiday;Yes;258
23.12.2017;21;56;77;9;212;18;0;0;0;Winter;No Holiday;Yes;279
23.12.2017;22;53;79;6;200;19;0;0;0;Winter;No Holiday;Yes;282
23.12.2017;23;55;80;6;185;23;0;0;0;Winter;No Holiday;Yes;237
24.12.2017;0;56;78;6;196;2;0;0;0;Winter;Holiday;Yes;266
24.12.2017;1;56;78;5;197;2;0;0;0;Winter;Holiday;Yes;251
24.12.2017;2;54;80;9;190;22;0;0;0;Winter;Holiday;Yes;196
24.12.2017;3;52;82;8;190;23;0;0;0;Winter;Holiday;Yes;149
24.12.2017;4;52;82;7;189;23;0;0;0;Winter;Holiday;Yes;79
24.12.2017;5;51;82;6;185;22;0;0;0;Winter;Holiday;Yes;44
24.12.2017;6;49;84;13;159;24;0;1;0;Winter;Holiday;Yes;12
24.12.2017;7;47;89;11;100;3;0;0;0;Winter;Holiday;Yes;3
24.12.2017;8;46;91;17;95;32;0;0;0;Winter;Holiday;Yes;4
24.12.2017;9;46;94;9;90;37;0;64;0;Winter;Holiday;Yes;3
24.12.2017;10;48;96;6;87;42;4;0;0;Winter;Holiday;Yes;4
24.12.2017;11;46;95;8;156;38;5;0;0;Winter;Holiday;Yes;9
24.12.2017;12;41;91;8;404;27;7;95;0;Winter;Holiday;Yes;4
24.12.2017;13;37;90;7;744;22;15;0;0;Winter;Holiday;Yes;7
24.12.2017;14;33;90;25;561;18;19;0;0;Winter;Holiday;Yes;28
24.12.2017;15;29;90;2;380;14;8;35;0;Winter;Holiday;Yes;38
24.12.2017;16;23;91;33;270;9;7;0;0;Winter;Holiday;Yes;54
24.12.2017;17;22;86;26;605;0;4;0;0;Winter;Holiday;Yes;104
24.12.2017;18;19;82;43;699;-8;1;5;0;Winter;Holiday;Yes;128
24.12.2017;19;11;68;44;695;-41;0;0;0;Winter;Holiday;Yes;132
24.12.2017;20;6;67;33;506;-48;0;0;0;Winter;Holiday;Yes;116
24.12.2017;21;4;69;35;477;-46;0;0;0;Winter;Holiday;Yes;145
24.12.2017;22;2;69;27;565;-48;0;0;0;Winter;Holiday;Yes;110
24.12.2017;23;0;63;32;884;-62;0;0;0;Winter;Holiday;Yes;128
25.12.2017;0;-6;64;24;1010;-65;0;0;0;Winter;Holiday;Yes;160
25.12.2017;1;-12;57;43;1429;-86;0;0;0;Winter;Holiday;Yes;132
25.12.2017;2;-18;53;41;1825;-101;0;0;0;Winter;Holiday;Yes;115
25.12.2017;3;-23;52;34;1947;-108;0;0;0;Winter;Holiday;Yes;100
25.12.2017;4;-3;51;32;2000;-117;0;0;0;Winter;Holiday;Yes;72
25.12.2017;5;-37;51;26;2000;-123;0;0;0;Winter;Holiday;Yes;32
25.12.2017;6;-41;50;3;2000;-13;0;0;0;Winter;Holiday;Yes;59
25.12.2017;7;-46;46;28;2000;-144;0;0;0;Winter;Holiday;Yes;61
25.12.2017;8;-49;44;3;2000;-153;0;0;0;Winter;Holiday;Yes;94
25.12.2017;9;-46;40;35;2000;-161;18;0;0;Winter;Holiday;Yes;107
25.12.2017;10;-37;35;37;1937;-169;57;0;0;Winter;Holiday;Yes;133
25.12.2017;11;-28;35;29;1984;-161;87;0;0;Winter;Holiday;Yes;179
25.12.2017;12;-16;33;25;1874;-158;118;0;0;Winter;Holiday;Yes;221
25.12.2017;13;-15;33;38;2000;-157;118;0;0;Winter;Holiday;Yes;244
25.12.2017;14;-4;31;2;2000;-155;11;0;0;Winter;Holiday;Yes;274
25.12.2017;15;4;28;25;2000;-16;9;0;0;Winter;Holiday;Yes;319
25.12.2017;16;4;27;2;2000;-164;58;0;0;Winter;Holiday;Yes;272
25.12.2017;17;-7;29;2;2000;-165;21;0;0;Winter;Holiday;Yes;260
25.12.2017;18;-16;33;2;2000;-158;0;0;0;Winter;Holiday;Yes;237
25.12.2017;19;-18;41;21;2000;-133;0;0;0;Winter;Holiday;Yes;184
25.12.2017;20;-21;49;17;2000;-114;0;0;0;Winter;Holiday;Yes;181
25.12.2017;21;-17;51;17;2000;-105;0;0;0;Winter;Holiday;Yes;185
25.12.2017;22;-13;53;17;2000;-96;0;0;0;Winter;Holiday;Yes;176
25.12.2017;23;-1;55;19;2000;-89;0;0;0;Winter;Holiday;Yes;169
26.12.2017;0;-14;58;1;1880;-86;0;0;0;Winter;No Holiday;Yes;178
26.12.2017;1;-15;62;13;2000;-78;0;0;0;Winter;No Holiday;Yes;127
26.12.2017;2;-21;69;1;1995;-7;0;0;0;Winter;No Holiday;Yes;85
26.12.2017;3;-26;70;1;1992;-73;0;0;0;Winter;No Holiday;Yes;72
26.12.2017;4;-26;72;14;1929;-69;0;0;0;Winter;No Holiday;Yes;49
26.12.2017;5;-29;77;8;1833;-63;0;0;0;Winter;No Holiday;Yes;65
26.12.2017;6;-28;73;7;1906;-69;0;0;0;Winter;No Holiday;Yes;120
26.12.2017;7;-29;73;19;1911;-7;0;0;0;Winter;No Holiday;Yes;296
26.12.2017;8;-27;68;22;1919;-77;0;0;0;Winter;No Holiday;Yes;578
26.12.2017;9;-28;52;29;1895;-113;16;0;0;Winter;No Holiday;Yes;293
26.12.2017;10;-22;36;41;1930;-152;53;0;0;Winter;No Holiday;Yes;180
26.12.2017;11;-21;28;49;1887;-182;87;0;0;Winter;No Holiday;Yes;250
26.12.2017;12;-13;23;4;2000;-198;109;0;0;Winter;No Holiday;Yes;262
26.12.2017;13;-2;15;47;1970;-252;118;0;0;Winter;No Holiday;Yes;262
26.12.2017;14;-16;20;43;2000;-216;111;0;0;Winter;No Holiday;Yes;271
26.12.2017;15;-19;17;5;2000;-237;93;0;0;Winter;No Holiday;Yes;246
26.12.2017;16;-19;17;33;2000;-237;61;0;0;Winter;No Holiday;Yes;282
26.12.2017;17;-36;20;37;2000;-233;23;0;0;Winter;No Holiday;Yes;350
26.12.2017;18;-47;23;34;2000;-227;1;0;0;Winter;No Holiday;Yes;481
26.12.2017;19;-54;27;3;2000;-215;0;0;0;Winter;No Holiday;Yes;317
26.12.2017;20;-61;32;47;2000;-201;0;0;0;Winter;No Holiday;Yes;252
26.12.2017;21;-66;39;32;2000;-182;0;0;0;Winter;No Holiday;Yes;220
26.12.2017;22;-72;38;31;2000;-191;0;0;0;Winter;No Holiday;Yes;213
26.12.2017;23;-75;37;31;2000;-197;0;0;0;Winter;No Holiday;Yes;156
27.12.2017;0;-79;37;22;2000;-20;0;0;0;Winter;No Holiday;Yes;133
27.12.2017;1;-82;39;18;2000;-197;0;0;0;Winter;No Holiday;Yes;142
27.12.2017;2;-86;37;15;2000;-207;0;0;0;Winter;No Holiday;Yes;93
27.12.2017;3;-91;37;1;2000;-211;0;0;0;Winter;No Holiday;Yes;81
27.12.2017;4;-91;33;23;2000;-224;0;0;0;Winter;No Holiday;Yes;55
27.12.2017;5;-94;36;19;2000;-217;0;0;0;Winter;No Holiday;Yes;66
27.12.2017;6;-98;37;17;2000;-217;0;0;0;Winter;No Holiday;Yes;105
27.12.2017;7;-101;38;23;2000;-217;0;0;0;Winter;No Holiday;Yes;262
27.12.2017;8;-102;35;18;2000;-227;0;0;0;Winter;No Holiday;Yes;502
27.12.2017;9;-98;33;2;1997;-23;17;0;0;Winter;No Holiday;Yes;279
27.12.2017;10;-85;29;24;1992;-234;56;0;0;Winter;No Holiday;Yes;146
27.12.2017;11;-68;28;21;1986;-223;88;0;0;Winter;No Holiday;Yes;213
27.12.2017;12;-55;21;21;1941;-244;108;0;0;Winter;No Holiday;Yes;230
27.12.2017;13;-47;18;37;2000;-254;116;0;0;Winter;No Holiday;Yes;258
27.12.2017;14;-4;18;24;2000;-248;109;0;0;Winter;No Holiday;Yes;231
27.12.2017;15;-31;16;22;2000;-254;9;0;0;Winter;No Holiday;Yes;228
27.12.2017;16;-32;23;27;2000;-214;57;0;0;Winter;No Holiday;Yes;269
